,Suburb,Address,Rooms,Type,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,Regionname,Propertycount,Pridicted_Price
4839,Brighton,50 Meek St,3,h,S,Nick,19/08/2017,10.5,3186.0,3.0,2.0,2.0,556.0,222.0,Southern Metropolitan,10579.0,2570285.8
4840,Brighton,34 Moffat St,4,h,S,Nick,19/08/2017,10.5,3186.0,4.0,3.0,2.0,560.0,130.0,Southern Metropolitan,10579.0,2830832.2
4841,Brighton,341 New St,3,t,VB,Buxton,19/08/2017,10.5,3186.0,3.0,1.0,2.0,556.0,101.0,Southern Metropolitan,10579.0,1472842.4
4842,Brighton,3 Seaview Av,4,h,S,Woodards,19/08/2017,10.5,3186.0,4.0,1.0,2.0,556.0,177.0,Southern Metropolitan,10579.0,2207101.2
4843,Brighton,17/30 Willansby Av,2,u,SP,Jellis,19/08/2017,10.5,3186.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,10579.0,1401379.5
4844,Brighton East,11A Taylor St,4,h,S,Hodges,19/08/2017,10.3,3187.0,4.0,3.0,2.0,221.0,130.0,Southern Metropolitan,6938.0,1639265.8
4845,Broadmeadows,1/34 Kitchener St,2,t,S,YPA,19/08/2017,14.0,3047.0,2.0,1.0,1.0,556.0,108.0,Northern Metropolitan,4294.0,527764.4
4846,Broadmeadows,90 Kitchener St,3,h,S,YPA,19/08/2017,14.0,3047.0,3.0,1.0,1.0,556.0,112.0,Northern Metropolitan,4294.0,552991.9
4847,Broadmeadows,7 Osway St,2,h,S,Nicholson,19/08/2017,14.0,3047.0,3.0,1.0,2.0,556.0,75.0,Northern Metropolitan,4294.0,525809.06
4848,Broadmeadows,15 Martell Street,3,h,S,Walshe,19/08/2017,14.0,3047.0,3.0,2.0,2.0,556.0,130.0,Northern Metropolitan,4294.0,624772.5
4849,Brunswick,2/182 Albion St,4,h,S,Nelson,19/08/2017,5.2,3056.0,4.0,2.0,2.0,556.0,140.0,Northern Metropolitan,11918.0,1708253.5
4850,Brunswick,9/15 Cassels Rd,2,u,S,Nelson,19/08/2017,5.2,3056.0,2.0,1.0,1.0,556.0,130.0,Northern Metropolitan,11918.0,648197.7
4851,Brunswick,4/121 Donald St,2,t,S,Ray,19/08/2017,5.2,3056.0,2.0,2.0,1.0,556.0,90.0,Northern Metropolitan,11918.0,734824.06
4852,Brunswick East,301/455 Lygon St,1,u,SP,McGrath,19/08/2017,4.0,3057.0,1.0,1.0,0.0,556.0,43.0,Northern Metropolitan,5533.0,390028.78
4853,Brunswick East,125 Stewart St,2,h,S,hockingstuart,19/08/2017,4.0,3057.0,2.0,1.0,0.0,556.0,130.0,Northern Metropolitan,5533.0,1244850.4
4854,Brunswick West,11 Culloden St,5,h,S,Ray,19/08/2017,5.2,3055.0,5.0,3.0,1.0,556.0,233.0,Northern Metropolitan,7082.0,1874249.0
4855,Brunswick West,3/38 Melville Rd,2,t,PI,Jellis,19/08/2017,5.2,3055.0,2.0,1.0,1.0,556.0,75.0,Northern Metropolitan,7082.0,554517.4
4856,Brunswick West,10/13 Peacock St,2,u,SP,Jellis,19/08/2017,5.2,3055.0,2.0,1.0,1.0,556.0,0.0,Northern Metropolitan,7082.0,503727.06
4857,Brunswick West,4/187 Union St,2,t,VB,Nelson,19/08/2017,5.2,3055.0,2.0,1.0,1.0,556.0,92.0,Northern Metropolitan,7082.0,589109.9
4858,Bundoora,35 Bramble Cr,4,h,S,Ray,19/08/2017,12.1,3083.0,3.0,2.0,2.0,556.0,245.0,Northern Metropolitan,10175.0,1007243.0
4859,Camberwell,11 Berwick St,3,h,PI,Jellis,19/08/2017,7.7,3124.0,3.0,2.0,2.0,556.0,205.0,Southern Metropolitan,8920.0,1980336.6
4860,Camberwell,32 Regent St,4,h,PI,Marshall,19/08/2017,7.7,3124.0,4.0,3.0,2.0,556.0,224.0,Southern Metropolitan,8920.0,2230614.8
4861,Camberwell,5/1024 Toorak Rd,3,u,S,Noel,19/08/2017,7.7,3124.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,8920.0,1263356.0
4862,Canterbury,1/145 Prospect Hill Rd,3,h,VB,Jellis,19/08/2017,8.4,3126.0,3.0,2.0,2.0,556.0,150.0,Southern Metropolitan,3265.0,2015866.1
4863,Carlton,80 Keeley La,2,h,S,Nelson,19/08/2017,1.6,3053.0,3.0,2.0,2.0,556.0,130.0,Northern Metropolitan,6786.0,1239316.8
4864,Carlton North,242 Canning St,2,h,S,Jellis,19/08/2017,3.5,3054.0,2.0,1.0,2.0,158.0,112.0,Northern Metropolitan,3106.0,1372666.2
4865,Carnegie,2/43 Margaret St,3,u,S,Woodards,19/08/2017,10.1,3163.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,7822.0,1196434.9
4866,Carnegie,3/31 Shepparson Av,2,u,S,Woodards,19/08/2017,10.1,3163.0,2.0,1.0,2.0,556.0,67.0,Southern Metropolitan,7822.0,654415.06
4867,Carrum,4/17 Church Rd,3,u,S,hockingstuart,19/08/2017,31.2,3197.0,3.0,2.0,2.0,556.0,130.0,South-Eastern Metropolitan,1989.0,784069.75
4868,Caulfield North,76 Kambrook Rd,2,h,S,Jellis,19/08/2017,7.8,3161.0,2.0,1.0,1.0,556.0,111.0,Southern Metropolitan,6923.0,1455234.5
4869,Caulfield South,299 Bambra Rd,3,h,S,hockingstuart,19/08/2017,8.7,3162.0,3.0,2.0,1.0,556.0,130.0,Southern Metropolitan,5051.0,1737746.1
4870,Chadstone,37 Jindabyne Av,3,h,S,Bekdon,19/08/2017,11.7,3148.0,3.0,1.0,2.0,556.0,130.0,Southern Metropolitan,3582.0,1229688.2
4871,Cheltenham,21 Chaprowe Ct,2,u,SP,Thomson,19/08/2017,17.9,3192.0,2.0,1.0,1.0,556.0,130.0,Southern Metropolitan,9758.0,620679.7
4872,Cheltenham,2/41 Harpley St,2,t,SP,Greg,19/08/2017,17.9,3192.0,2.0,2.0,1.0,836.0,112.0,Southern Metropolitan,9758.0,881805.3
4873,Clarinda,13 Dyer Ct,5,h,S,Gary,19/08/2017,17.5,3169.0,5.0,2.0,2.0,402.0,177.0,South-Eastern Metropolitan,2727.0,853128.3
4874,Clayton,4 Bayview Av,2,h,S,Ray,19/08/2017,16.7,3168.0,2.0,1.0,1.0,556.0,130.0,South-Eastern Metropolitan,5837.0,1009088.56
4875,Clayton,1/76 Browns Rd,2,u,SP,Harcourts,19/08/2017,16.7,3168.0,3.0,2.0,2.0,556.0,130.0,South-Eastern Metropolitan,5837.0,910774.94
4876,Clifton Hill,43 Ogrady St,3,h,S,Collins,19/08/2017,3.6,3068.0,3.0,2.0,2.0,556.0,130.0,Northern Metropolitan,2954.0,1689503.2
4877,Clifton Hill,1 Park Dr,3,h,S,Nelson,19/08/2017,3.6,3068.0,3.0,3.0,1.0,556.0,130.0,Northern Metropolitan,2954.0,1651418.4
4878,Clifton Hill,201 Roseneath St,3,t,S,Jellis,19/08/2017,3.6,3068.0,3.0,2.0,1.0,556.0,130.0,Northern Metropolitan,2954.0,1138782.9
4879,Clifton Hill,36 Rutland St,2,h,S,Collins,19/08/2017,3.6,3068.0,2.0,1.0,2.0,146.0,104.0,Northern Metropolitan,2954.0,1198629.2
4880,Clifton Hill,100 Spensley St,5,h,S,Nelson,19/08/2017,3.6,3068.0,5.0,2.0,0.0,556.0,239.0,Northern Metropolitan,2954.0,2179867.8
4881,Coburg,4/9 Blair St,2,t,SP,Jellis,19/08/2017,6.7,3058.0,3.0,2.0,2.0,556.0,130.0,Northern Metropolitan,11204.0,717817.94
4882,Coburg,13 Jessie St,5,h,VB,Nelson,19/08/2017,6.7,3058.0,5.0,3.0,4.0,900.0,180.0,Northern Metropolitan,11204.0,1747780.5
4883,Coburg,28 Webb St,3,h,S,Love,19/08/2017,6.7,3058.0,3.0,1.0,1.0,556.0,130.0,Northern Metropolitan,11204.0,1097702.8
4884,Coburg North,33 Rodney Av,3,h,S,Jellis,19/08/2017,6.7,3058.0,3.0,1.0,3.0,556.0,130.0,Northern Metropolitan,3445.0,1091146.8
4885,Collingwood,205/46 Cambridge St,1,u,S,Jellis,19/08/2017,2.0,3066.0,3.0,2.0,2.0,556.0,130.0,Northern Metropolitan,4553.0,905180.25
4886,Craigieburn,48 Crossdale Grn,4,h,S,Barry,19/08/2017,20.6,3064.0,4.0,2.0,1.0,556.0,130.0,Northern Metropolitan,15510.0,542111.1
4887,Craigieburn,21 Huntingfield St,2,t,S,Ray,19/08/2017,20.6,3064.0,2.0,1.0,2.0,556.0,130.0,Northern Metropolitan,15510.0,527201.9
4888,Cranbourne,93 Cameron St,3,h,S,O'Brien,19/08/2017,34.7,3977.0,3.0,2.0,2.0,556.0,129.0,South-Eastern Metropolitan,7680.0,543236.94
4889,Dandenong,19 Bassett St,3,h,SP,C21,19/08/2017,24.7,3175.0,3.0,2.0,1.0,556.0,137.0,South-Eastern Metropolitan,10894.0,547154.25
4890,Dandenong,5 Ronald St,3,h,S,O'Brien,19/08/2017,24.7,3175.0,3.0,1.0,1.0,556.0,130.0,South-Eastern Metropolitan,10894.0,594062.8
4891,Deer Park,4 Blackley Ct,3,h,S,HAR,19/08/2017,14.8,3023.0,3.0,1.0,2.0,712.0,130.0,Western Metropolitan,6388.0,780603.7
4892,Diamond Creek,86 Oronsay Cr,3,h,S,Flannagan,19/08/2017,21.8,3089.0,3.0,2.0,2.0,556.0,179.0,Northern Victoria,4258.0,726224.3
4893,Docklands,1207/673 La Trobe St,2,u,S,Dingle,19/08/2017,1.4,3008.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,4707.0,1364210.8
4894,Doncaster East,1/28 Boronia Gr,4,t,PI,Barry,19/08/2017,14.3,3109.0,4.0,3.0,2.0,556.0,280.0,Eastern Metropolitan,10999.0,1420934.5
4895,Doncaster East,1/8 Boronia Gr,3,t,VB,Jellis,19/08/2017,14.3,3109.0,3.0,2.0,2.0,556.0,141.0,Eastern Metropolitan,10999.0,1027495.25
4896,Doncaster East,28 Halcyon Ct,3,h,VB,Jellis,19/08/2017,14.3,3109.0,3.0,2.0,2.0,556.0,130.0,Eastern Metropolitan,10999.0,1100567.8
4897,Doncaster East,40 Saxonwood Dr,3,h,S,Jellis,19/08/2017,14.3,3109.0,3.0,1.0,2.0,656.0,130.0,Eastern Metropolitan,10999.0,1275513.8
4898,Donvale,5 Linford Cl,5,h,SP,Woodards,19/08/2017,16.1,3111.0,3.0,2.0,2.0,556.0,130.0,Eastern Metropolitan,4790.0,1232103.6
4899,Doreen,6 Carome Wy,3,h,S,HAR,19/08/2017,25.9,3754.0,3.0,2.0,2.0,556.0,153.0,Northern Victoria,7254.0,502837.47
4900,Doveton,15a Cootamundra St,3,h,S,REMAX,19/08/2017,28.8,3177.0,3.0,2.0,2.0,556.0,130.0,South-Eastern Metropolitan,3533.0,649637.94
4901,Doveton,6 Virgilia St,3,h,S,REMAX,19/08/2017,28.8,3177.0,3.0,1.0,2.0,556.0,105.0,South-Eastern Metropolitan,3533.0,541229.7
4902,Eaglemont,36 Silverdale Rd,3,h,S,Nelson,19/08/2017,8.9,3084.0,3.0,2.0,2.0,780.0,130.0,Eastern Metropolitan,1651.0,1764046.6
4903,Edithvale,5 Haig Av,3,h,PI,Hodges,19/08/2017,27.0,3196.0,3.0,2.0,2.0,556.0,126.0,South-Eastern Metropolitan,2546.0,822115.75
4904,Elsternwick,18 Elizabeth St,4,h,VB,Biggin,19/08/2017,7.2,3185.0,4.0,2.0,1.0,556.0,130.0,Southern Metropolitan,4898.0,2146100.0
4905,Elsternwick,301/242 Glen Huntly Rd,2,u,SP,hockingstuart,19/08/2017,7.2,3185.0,2.0,1.0,2.0,556.0,77.0,Southern Metropolitan,4898.0,753261.75
4906,Elsternwick,7/483 Kooyong Rd,1,u,S,Biggin,19/08/2017,7.2,3185.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,4898.0,1199755.1
4907,Eltham North,52 Banks Rd,3,h,S,Barry,19/08/2017,18.0,3095.0,3.0,1.0,1.0,556.0,130.0,Eastern Metropolitan,2346.0,724936.2
4908,Elwood,10/127 Brighton Rd,2,u,S,hockingstuart,19/08/2017,7.2,3184.0,2.0,1.0,1.0,556.0,130.0,Southern Metropolitan,8989.0,904230.25
4909,Epping,5 Herridge Pl,3,h,S,hockingstuart,19/08/2017,19.6,3076.0,3.0,2.0,3.0,556.0,177.0,Northern Metropolitan,10926.0,640028.94
4910,Epping,12 Radman St,3,h,S,Ray,19/08/2017,19.6,3076.0,3.0,2.0,2.0,556.0,161.0,Northern Metropolitan,10926.0,612849.7
4911,Essendon,5/3 Ballater St,2,u,S,Nelson,19/08/2017,7.5,3040.0,2.0,1.0,1.0,556.0,82.0,Western Metropolitan,9264.0,580972.44
4912,Essendon,6/4 Balmoral St,2,u,S,Barry,19/08/2017,7.5,3040.0,2.0,1.0,1.0,556.0,0.0,Western Metropolitan,9264.0,601316.2
4913,Essendon,51 Price St,4,h,S,Barry,19/08/2017,7.5,3040.0,4.0,2.0,2.0,556.0,130.0,Western Metropolitan,9264.0,1566877.2
4914,Fairfield,28/262 Heidelberg Rd,2,u,VB,Nelson,19/08/2017,5.7,3078.0,3.0,2.0,2.0,556.0,130.0,Northern Metropolitan,2970.0,795365.1
4915,Ferntree Gully,2/9 Dobson St,3,u,S,M.J,19/08/2017,24.8,3156.0,3.0,2.0,2.0,556.0,130.0,Eastern Metropolitan,10788.0,678307.0
4916,Fitzroy,4/118 Rose St,1,t,VB,Nelson,19/08/2017,2.1,3065.0,1.0,1.0,1.0,782.0,67.0,Northern Metropolitan,5825.0,594516.2
4917,Fitzroy North,853 Brunswick St,3,h,S,Jellis,19/08/2017,3.6,3068.0,3.0,1.0,1.0,556.0,130.0,Northern Metropolitan,6244.0,1682763.9
4918,Forest Hill,18 Sherman St,2,h,S,McGrath,19/08/2017,15.4,3131.0,2.0,1.0,1.0,556.0,97.0,Eastern Metropolitan,4385.0,969185.25
4919,Frankston,24 Gretana Cr,3,h,VB,Eview,19/08/2017,38.0,3199.0,3.0,2.0,1.0,539.0,130.0,South-Eastern Metropolitan,17055.0,568119.2
4920,Frankston South,15 Blackwood Ct,4,h,SP,McEwing,19/08/2017,38.0,3199.0,4.0,2.0,2.0,556.0,239.0,South-Eastern Metropolitan,7566.0,875194.75
4921,Glen Iris,72 Bath Rd,3,h,VB,Kay,19/08/2017,7.3,3146.0,3.0,1.0,2.0,403.0,124.0,Southern Metropolitan,10412.0,1400209.2
4922,Glen Iris,3/67 Carroll Cr,2,h,SP,Biggin,19/08/2017,7.3,3146.0,2.0,1.0,2.0,556.0,107.0,Southern Metropolitan,10412.0,1363858.0
4923,Glen Iris,8/23 Edgar St,2,u,S,hockingstuart,19/08/2017,7.3,3146.0,2.0,1.0,1.0,556.0,75.0,Southern Metropolitan,10412.0,652664.56
4924,Glen Iris,1/1529 Malvern Rd,2,u,S,hockingstuart,19/08/2017,7.3,3146.0,2.0,1.0,1.0,556.0,130.0,Southern Metropolitan,10412.0,798919.5
4925,Glen Waverley,22 Campbell St,3,h,S,Harcourts,19/08/2017,16.7,3150.0,3.0,1.0,1.0,782.0,102.0,Eastern Metropolitan,15321.0,1374583.1
4926,Glen Waverley,480 Springvale Rd,4,h,S,Biggin,19/08/2017,16.7,3150.0,4.0,1.0,1.0,654.0,130.0,Eastern Metropolitan,15321.0,1387934.9
4927,Glenroy,1/18 Hartington St,2,u,S,Barry,19/08/2017,11.2,3046.0,2.0,1.0,2.0,556.0,107.0,Northern Metropolitan,8870.0,562862.4
4928,Glenroy,2/73 View St,3,t,SP,Eview,19/08/2017,11.2,3046.0,3.0,2.0,1.0,556.0,130.0,Northern Metropolitan,8870.0,606954.25
4929,Gowanbrae,85 Marigold Cr,4,h,S,Nelson,19/08/2017,12.9,3043.0,4.0,2.0,2.0,462.0,212.0,Western Metropolitan,1071.0,786593.06
4930,Greensborough,7 London Ct,4,h,S,Darren,19/08/2017,16.1,3088.0,4.0,2.0,1.0,556.0,130.0,Northern Metropolitan,8524.0,763447.7
4931,Greenvale,18 Drummond St,4,h,S,YPA,19/08/2017,20.4,3059.0,4.0,2.0,2.0,556.0,130.0,Northern Metropolitan,4864.0,626662.5
4932,Greenvale,36 Frontier Av,3,h,S,Ray,19/08/2017,20.4,3059.0,3.0,2.0,2.0,556.0,130.0,Northern Metropolitan,4864.0,590767.9
4933,Greenvale,3 Hesket Ct,4,h,S,Barry,19/08/2017,20.4,3059.0,4.0,2.0,2.0,556.0,212.0,Northern Metropolitan,4864.0,663125.1
4934,Hadfield,23 Volga St,3,h,S,Nelson,19/08/2017,11.2,3046.0,3.0,1.0,3.0,556.0,130.0,Northern Metropolitan,2606.0,771253.44
4935,Hawthorn,18/563 Glenferrie Rd,1,u,S,hockingstuart,19/08/2017,5.3,3122.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,11308.0,1161224.0
4936,Hawthorn,7/14 Oak St,2,u,S,Jellis,19/08/2017,5.3,3122.0,2.0,1.0,1.0,556.0,130.0,Southern Metropolitan,11308.0,840701.56
4937,Hawthorn,2 Rosney St,4,h,S,Marshall,19/08/2017,5.3,3122.0,4.0,3.0,1.0,556.0,265.0,Southern Metropolitan,11308.0,3210847.0
4938,Hawthorn East,3/1049 Burke Rd,3,t,SA,hockingstuart,19/08/2017,6.2,3123.0,3.0,2.0,2.0,556.0,82.0,Southern Metropolitan,6482.0,1332451.0
4939,Hawthorn East,409/32 Lilydale Gr,2,u,SP,Jellis,19/08/2017,6.2,3123.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,6482.0,1147120.6
4940,Hawthorn East,16 Munro St,3,h,S,Marshall,19/08/2017,6.2,3123.0,3.0,1.0,2.0,556.0,98.0,Southern Metropolitan,6482.0,1857303.6
4941,Hawthorn East,2/31 Rathmines Rd,3,t,S,Jellis,19/08/2017,6.2,3123.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,6482.0,1587465.9
4942,Heathmont,1/25 The Greenway,3,h,S,Barry,19/08/2017,21.3,3135.0,3.0,2.0,2.0,556.0,130.0,Eastern Metropolitan,3794.0,911659.75
4943,Heidelberg,3/152 Hawdon St,3,t,S,Miles,19/08/2017,8.9,3084.0,3.0,2.0,2.0,556.0,142.0,Eastern Metropolitan,2890.0,797136.3
4944,Heidelberg West,3 Narvik Cr,3,h,S,Purplebricks,19/08/2017,8.8,3081.0,3.0,1.0,2.0,556.0,100.0,Eastern Metropolitan,2674.0,723229.75
4945,Highett,34 Tennyson St,3,h,S,Buxton,19/08/2017,16.0,3190.0,3.0,2.0,1.0,703.0,130.0,Southern Metropolitan,4794.0,1529618.9
4946,Hillside,66 Bedingham Dr,4,h,S,Barry,19/08/2017,18.0,3037.0,4.0,2.0,2.0,556.0,130.0,Western Metropolitan,5556.0,607984.2
4947,Hillside,12 Brindalee Wy,4,h,SP,Prof.,19/08/2017,18.0,3037.0,4.0,2.0,4.0,556.0,130.0,Western Metropolitan,5556.0,585850.2
4948,Hoppers Crossing,150 Kingston Bvd,4,h,S,Ray,19/08/2017,18.4,3029.0,4.0,2.0,2.0,556.0,200.0,Western Metropolitan,13830.0,609299.6
4949,Hoppers Crossing,88 Wilmington Av,4,h,S,LJ,19/08/2017,18.4,3029.0,4.0,2.0,2.0,556.0,175.0,Western Metropolitan,13830.0,577146.8
4950,Hughesdale,120A Poath Rd,2,h,S,Jellis,19/08/2017,12.3,3166.0,2.0,1.0,2.0,556.0,130.0,Southern Metropolitan,3145.0,1155951.6
4951,Huntingdale,4/66 Greville St,2,u,S,Buxton,19/08/2017,12.3,3166.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,768.0,882952.4
4952,Ivanhoe,2/80 Ford St,4,t,S,Miles,19/08/2017,7.8,3079.0,4.0,2.0,2.0,556.0,208.0,Eastern Metropolitan,5549.0,1410384.4
4953,Ivanhoe,1/16 Waverley Av,2,u,S,Nelson,19/08/2017,7.8,3079.0,3.0,2.0,2.0,556.0,130.0,Eastern Metropolitan,5549.0,867838.75
4954,Jacana,2/66 Sunset Bvd,3,t,SP,Stockdale,19/08/2017,14.0,3047.0,3.0,1.0,2.0,556.0,98.0,Northern Metropolitan,851.0,491464.6
4955,Keilor Downs,15 Dunbar Ct,4,h,S,Barry,19/08/2017,15.5,3038.0,4.0,2.0,4.0,556.0,170.0,Western Metropolitan,3656.0,706098.94
4956,Keilor Downs,5 Ventnor Pl,3,h,S,Prof.,19/08/2017,15.5,3038.0,3.0,2.0,2.0,556.0,130.0,Western Metropolitan,3656.0,655108.2
4957,Kensington,1/26 Coopers La,2,t,S,Nelson,19/08/2017,3.4,3031.0,2.0,1.0,1.0,556.0,130.0,Northern Metropolitan,5263.0,806062.6
4958,Kensington,83A Eastwood St,3,h,SP,Jellis,19/08/2017,3.4,3031.0,3.0,2.0,2.0,556.0,130.0,Northern Metropolitan,5263.0,1439337.8
4959,Kew,53 Cecil St,4,h,S,hockingstuart,19/08/2017,5.4,3101.0,4.0,1.0,1.0,556.0,130.0,Southern Metropolitan,10331.0,2139302.8
4960,Kew,1/145 Edgevale Rd,2,u,S,Jellis,19/08/2017,5.4,3101.0,2.0,1.0,1.0,556.0,103.0,Southern Metropolitan,10331.0,788034.94
4961,Kew,19 Edgevale Rd,3,h,S,Jellis,19/08/2017,5.4,3101.0,3.0,2.0,4.0,556.0,130.0,Southern Metropolitan,10331.0,2148659.2
4962,Kew,9/910 Glenferrie Rd,2,u,S,Jellis,19/08/2017,5.4,3101.0,2.0,1.0,1.0,556.0,0.0,Southern Metropolitan,10331.0,659644.75
4963,Kew,8/16 Grace Ct,2,u,SP,Nelson,19/08/2017,5.4,3101.0,2.0,1.0,2.0,556.0,130.0,Southern Metropolitan,10331.0,790235.4
4964,Kew,30 Stirling St,3,h,S,Jellis,19/08/2017,5.4,3101.0,3.0,1.0,2.0,372.0,126.0,Southern Metropolitan,10331.0,1704108.9
4965,Kew,37 Wellington St,4,h,S,Marshall,19/08/2017,5.4,3101.0,4.0,2.0,3.0,792.0,130.0,Southern Metropolitan,10331.0,3175070.8
4966,Kew East,1/12 Oswin St,3,u,S,Marshall,19/08/2017,7.3,3102.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,2671.0,1140368.2
4967,Kilsyth,47 Churchill Wy,3,h,SP,McGrath,19/08/2017,26.0,3137.0,3.0,1.0,2.0,837.0,130.0,Eastern Metropolitan,4654.0,840495.94
4968,Kooyong,5/687 Toorak Rd,2,u,SP,Marshall,19/08/2017,5.9,3144.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,394.0,1031184.4
4969,Kurunjang,12 Ella Ct,3,h,S,hockingstuart,19/08/2017,31.7,3337.0,3.0,2.0,2.0,556.0,126.0,Northern Victoria,3553.0,406831.94
4970,Lalor,11 Delmare St,3,h,S,HAR,19/08/2017,16.3,3075.0,3.0,1.0,1.0,537.0,103.0,Northern Metropolitan,8279.0,590501.1
4971,Laverton,40 Reschke Ct,3,h,S,hockingstuart,19/08/2017,15.5,3028.0,3.0,1.0,3.0,556.0,116.0,Western Metropolitan,2004.0,571032.9
4972,MacLeod,12 Hester Wk,3,t,S,Miles,19/08/2017,12.7,3085.0,3.0,2.0,2.0,556.0,130.0,Northern Metropolitan,4168.0,694121.6
4973,Maidstone,33/48 Eucalyptus Dr,2,u,SP,Biggin,19/08/2017,6.4,3012.0,2.0,2.0,1.0,556.0,130.0,Western Metropolitan,3873.0,537716.0
4974,Malvern East,5E Belson St,3,h,VB,Tim,19/08/2017,8.4,3145.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,8801.0,1878146.8
4975,Malvern East,5/28 Ferncroft Av,2,u,S,Jellis,19/08/2017,8.4,3145.0,2.0,1.0,1.0,556.0,92.0,Southern Metropolitan,8801.0,751614.2
4976,Malvern East,3 Rothesay Av,4,h,S,Marshall,19/08/2017,8.4,3145.0,4.0,3.0,2.0,556.0,285.0,Southern Metropolitan,8801.0,2810158.0
4977,Malvern East,49 Tennyson St,3,h,PI,Jellis,19/08/2017,8.4,3145.0,3.0,2.0,1.0,460.0,123.0,Southern Metropolitan,8801.0,1684547.0
4978,Meadow Heights,2/11 Opal Ct,2,u,SP,YPA,19/08/2017,17.4,3048.0,2.0,1.0,1.0,556.0,104.0,Northern Metropolitan,4704.0,397758.56
4979,Melton South,18 Brennan St,3,h,S,Ryder,19/08/2017,29.8,3338.0,3.0,1.0,1.0,602.0,108.0,Western Victoria,4718.0,368812.94
4980,Mentone,35 Bundora Pde,3,h,SP,Greg,19/08/2017,20.0,3194.0,3.0,1.0,2.0,556.0,130.0,South-Eastern Metropolitan,6162.0,967007.0
4981,Mentone,12/35 Collins St,1,u,SP,Buxton,19/08/2017,20.0,3194.0,1.0,1.0,1.0,556.0,45.0,South-Eastern Metropolitan,6162.0,465015.0
4982,Mernda,98 Waterview Dr,4,h,S,HAR,19/08/2017,25.9,3754.0,4.0,2.0,2.0,556.0,157.0,Northern Metropolitan,5812.0,573511.6
4983,Middle Park,70 Herbert St,3,h,S,Marshall,19/08/2017,3.0,3206.0,3.0,2.0,0.0,556.0,174.0,Southern Metropolitan,2019.0,3373987.8
4984,Middle Park,4 Wright St,3,h,PI,Greg,19/08/2017,3.0,3206.0,3.0,1.0,1.0,556.0,130.0,Southern Metropolitan,2019.0,2796977.5
4985,Mill Park,25 Blackman Av,4,h,SP,Ray,19/08/2017,17.9,3082.0,4.0,1.0,2.0,556.0,130.0,Northern Metropolitan,10529.0,645381.44
4986,Mill Park,11 Fern Ct,3,h,S,Love,19/08/2017,17.9,3082.0,3.0,2.0,2.0,556.0,142.0,Northern Metropolitan,10529.0,636791.8
4987,Mill Park,1/59 Heritage Dr,2,u,S,Love,19/08/2017,17.9,3082.0,2.0,1.0,1.0,556.0,130.0,Northern Metropolitan,10529.0,511974.38
4988,Mitcham,1/3 Rotherwood Av,2,u,VB,Noel,19/08/2017,17.2,3132.0,2.0,1.0,1.0,556.0,130.0,Eastern Metropolitan,6871.0,586776.7
4989,Mont Albert,4 Howson Ct,3,h,VB,Fletchers,19/08/2017,10.2,3127.0,3.0,2.0,2.0,556.0,130.0,Eastern Metropolitan,2079.0,1497701.2
4990,Montmorency,14 Kirwana Gr,4,h,PI,Barry,19/08/2017,16.2,3094.0,4.0,2.0,3.0,556.0,240.0,Eastern Metropolitan,3891.0,1041189.1
4991,Moorabbin,43 Hillston Rd,3,h,S,Buxton,19/08/2017,14.3,3189.0,3.0,2.0,2.0,556.0,111.0,Southern Metropolitan,2555.0,1169416.0
4992,Mooroolbark,100A Landscape Dr,3,h,S,Ray,19/08/2017,26.5,3138.0,3.0,2.0,2.0,556.0,130.0,Eastern Victoria,8280.0,624992.9
4993,Mordialloc,63 Chute St,3,h,S,Buxton,19/08/2017,21.5,3195.0,3.0,1.0,2.0,556.0,130.0,South-Eastern Metropolitan,3650.0,1034594.8
4994,Mount Waverley,1/3 Churcher Ct,3,u,S,Marshall,19/08/2017,14.2,3149.0,3.0,2.0,1.0,556.0,130.0,Eastern Metropolitan,13366.0,1071310.4
4995,Mount Waverley,44c Grenfell Rd,3,t,PI,McGrath,19/08/2017,14.2,3149.0,3.0,2.0,2.0,556.0,130.0,Eastern Metropolitan,13366.0,1229501.0
4996,Mount Waverley,4 Inverell Av,5,h,PI,McGrath,19/08/2017,14.2,3149.0,5.0,3.0,2.0,556.0,365.0,Eastern Metropolitan,13366.0,1936055.9
4997,Murrumbeena,45 Wallace Av,4,h,S,Buxton,19/08/2017,10.1,3163.0,4.0,1.0,2.0,556.0,130.0,Southern Metropolitan,4442.0,1597996.4
